X,Y
7.437184565173595274e+02,3.986049414913093187e+02
7.477678803949925168e+02,4.090892833209513810e+02
7.501734278012454524e+02,4.179071675571613582e+02
7.532942827871711415e+02,4.277686049758962099e+02
7.556473868507031284e+02,4.318821387813277966e+02
7.581401239638521474e+02,4.345533934771024178e+02
7.592787488427638891e+02,4.351761280969801646e+02
7.611330166247391844e+02,4.426620025439936512e+02
7.614165223438824341e+02,4.477323358375555244e+02
7.625042480820227411e+02,4.495857583716995123e+02
7.620372635854571399e+02,4.474945573908402139e+02
7.625088036855227074e+02,4.449829286961429489e+02
7.624843520326643329e+02,4.415334082254312307e+02
7.635092965551580164e+02,4.415902607296345650e+02
7.632591642166789825e+02,4.349084268707560454e+02
7.635657424301455194e+02,4.308734192398077312e+02
7.614129631432172118e+02,4.238692960807304644e+02
7.590974950721522418e+02,4.250132733866998933e+02
7.565736692405055237e+02,4.291399904533532208e+02
7.552518675866419926e+02,4.363236233792739540e+02
7.543288741503765777e+02,4.407859004081103080e+02
7.546562418829023500e+02,4.450912389457150766e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.547409153885532760e+02,4.428605282116520243e+02
7.632554135105431214e+02,4.426574176887041290e+02
7.505719686194859150e+02,4.421846568108304609e+02
7.252742350655812515e+02,4.445161809860543372e+02
6.951882593655068376e+02,4.486755407431756453e+02
6.677810779837484461e+02,4.484346366493385858e+02
6.514761791998680565e+02,4.424353034562059293e+02
6.555239660207787438e+02,4.316438074279736838e+02
6.505947006686744771e+02,4.149716316520657529e+02
6.471052487598626612e+02,4.088476557707344909e+02
6.446139558324213112e+02,4.093462963972648367e+02
6.418615625263749962e+02,4.121689180971039832e+02
6.396721080126912966e+02,4.160446188498823972e+02
6.381593017061159117e+02,4.213673398060815884e+02
6.378883395091390867e+02,4.269096596793521030e+02
6.393439295629730168e+02,4.397640430539785825e+02
6.398985218403458930e+02,4.501918552444687975e+02
6.384121979683674226e+02,4.551183367557644601e+02
6.358119961853287805e+02,4.529228674741390819e+02
6.336926624943671413e+02,4.542764039401873788e+02
6.338638442961268993e+02,4.565951629339820670e+02
6.365208341699112680e+02,4.533601925709003240e+02
6.393156085599521248e+02,4.478050479509414572e+02
6.414999998859811967e+02,4.265571367789401620e+02
6.406314420479004639e+02,4.063758978504973243e+02
6.381484084685540665e+02,3.933211105731959378e+02
