X, Y
1.224134635058925369e+03,3.143121210199655252e+03
1.223000470006477599e+03,3.144350241332128462e+03
1.222465974523384830e+03,3.145074823818307323e+03
1.222163136117197155e+03,3.145479273802101488e+03
1.220288753363587375e+03,3.146378204670860214e+03
1.219525211737512564e+03,3.145550273841879971e+03
1.217554349511268356e+03,3.145961483924885670e+03
1.216879102177220375e+03,3.146018538801201885e+03
1.216269538231786782e+03,3.145470068462772360e+03
1.215111185141181977e+03,3.144437947699612778e+03
1.213196895189081715e+03,3.143226713127744915e+03
1.209694600699985131e+03,3.142856463907226498e+03
1.205582007570539645e+03,3.143768552444174929e+03
1.201135830490391754e+03,3.145672131835809978e+03
1.196318417955218820e+03,3.147214883786795781e+03
1.191617485183815006e+03,3.148135583042458165e+03
1.187453413256560680e+03,3.147484852833819332e+03
1.183007921072563931e+03,3.147339463460513343e+03
1.178681566697614244e+03,3.147315595488132203e+03
1.174238822164929616e+03,3.147385072945807224e+03
1.169826608448317984e+03,3.147517329917922325e+03
1.165750720580766256e+03,3.147702665856876592e+03
1.161868224468127210e+03,3.147551290739801971e+03
1.158180257040660990e+03,3.147479874159576866e+03
1.153113026185635135e+03,3.147264228549533073e+03
1.148295733743171695e+03,3.146192765116823466e+03
1.141116573112313745e+03,3.145153123190900260e+03
1.134149586460876662e+03,3.143837794956330981e+03
1.127718105837877829e+03,3.142503020490526069e+03
1.121618975832500155e+03,3.141337621656251031e+03
1.115401486762973718e+03,3.141004605753667420e+03
1.110988320276978357e+03,3.140301939917978416e+03
1.105574604516951467e+03,3.139742873900371706e+03
1.102691182202478785e+03,3.138870113010371824e+03
1.101789246018680387e+03,3.138696112209948296e+03
1.101575803539578374e+03,3.139688428366944208e+03
1.100660840378496687e+03,3.141300802072020815e+03
1.098751532964626676e+03,3.142680944703802652e+03
1.096111305641289619e+03,3.143600132480918546e+03
1.093618541520919507e+03,3.143885769279668239e+03
1.091250420307045033e+03,3.144237247155557270e+03
1.087957210237698973e+03,3.145052657275186903e+03
1.083173386610568969e+03,3.145274789756013888e+03
1.077704046011727087e+03,3.145345536479050679e+03
1.072972257280833901e+03,3.145245943098658245e+03
1.068564250512318040e+03,3.145232444443091481e+03
1.064802543965140558e+03,3.145480292345441740e+03
1.061025620331715572e+03,3.145407109916950503e+03
1.057276673742101138e+03,3.145461390128224593e+03
1.053692209237545740e+03,3.145146820610513714e+03
1.050512201346694383e+03,3.144969626286361745e+03
1.047120446222622832e+03,3.144532650392091455e+03
1.043083893597422502e+03,3.144178495547084367e+03
1.038093455883336901e+03,3.142909626170048796e+03
1.032750122166027495e+03,3.142252168727794924e+03
1.027397347090211269e+03,3.141265774258071360e+03
1.021998132416369231e+03,3.141139232238582736e+03
1.017157237608607034e+03,3.140023204112329950e+03
1.011936645329242310e+03,3.139782153186934465e+03
1.006376016223626607e+03,3.139205408166258167e+03
1.000517166052443258e+03,3.139797813124710046e+03
9.952421444106996660e+02,3.140041024971854313e+03
9.902010779343530658e+02,3.140093190879596477e+03
9.870549815374743048e+02,3.139617762757405671e+03
9.846521800427387916e+02,3.139388847288444595e+03
9.839099953212723904e+02,3.139431598384761401e+03
9.830277956191376916e+02,3.139380295322537677e+03
9.827857173120812604e+02,3.139300430087105724e+03
9.813945081876722725e+02,3.139679031390023738e+03
9.788445126977068185e+02,3.140287147420513065e+03
9.749578366757484673e+02,3.140775789639325922e+03
9.704900199688092925e+02,3.141036137961467830e+03
9.641935031788849528e+02,3.140676170066752093e+03
9.576985164761064198e+02,3.140126273132620554e+03
9.505866893211313027e+02,3.140249358865800787e+03
9.437862450504716207e+02,3.140429086334564090e+03
9.385837441589840182e+02,3.140657726126300076e+03
9.341799865228516637e+02,3.140492404773768612e+03
9.301221112140602827e+02,3.139443267796349573e+03
9.261517287526917244e+02,3.138142687852807285e+03
9.222300969368286587e+02,3.136324407521661669e+03
9.180197741626584502e+02,3.134495891965104420e+03
9.142016865945897734e+02,3.131488242930662182e+03
9.098874793297701444e+02,3.130582389959643024e+03
9.052468362884784483e+02,3.130685679102555696e+03
9.003994575268949347e+02,3.130989903088499887e+03
8.958255877056197960e+02,3.131322286796891149e+03
8.913474418430571404e+02,3.131820958085133498e+03
8.879250191121523130e+02,3.130858922595833064e+03
8.847475664971063907e+02,3.132370055575242986e+03
8.817345277183380858e+02,3.135255950790337010e+03
8.788803613330323969e+02,3.135269604608717145e+03
8.757089763946619314e+02,3.135805699207644466e+03
8.723479783330619739e+02,3.135654560303736162e+03
8.685660222969713686e+02,3.134888127477556282e+03
8.645409806752829809e+02,3.134920747810955618e+03
8.604853150509296711e+02,3.135754308753025271e+03
8.565509429811469317e+02,3.135732407004088600e+03
8.526766197826278812e+02,3.136884583040522557e+03
8.492421963259664608e+02,3.137760698210448481e+03
8.461359312878224728e+02,3.138569735202046104e+03
8.434764610772188007e+02,3.137866011109030296e+03
8.412115517475863271e+02,3.136130226377744293e+03
8.390985471372865732e+02,3.135240927207251843e+03
8.370673175428205468e+02,3.135842019566048293e+03
8.351083327973694850e+02,3.137578747245842351e+03
8.331599700209008006e+02,3.139792300749349579e+03
8.313723605026756331e+02,3.140671492908146320e+03
8.297756335950164157e+02,3.140324124849702457e+03
8.278936139728225498e+02,3.139537455083002897e+03
8.262730653876136557e+02,3.138880672552370925e+03
8.247843443589042636e+02,3.137890185274420219e+03
8.231711073483295422e+02,3.136570929887344391e+03
8.235182453841975985e+02,3.134107932542142407e+03
8.231845827578684975e+02,3.133641700167355339e+03
8.211305321227180229e+02,3.134249995227412001e+03
8.185483741449174886e+02,3.134428403781647830e+03
8.164341286207071562e+02,3.135539506372675078e+03
8.150224546080354457e+02,3.135533077342660363e+03
8.158753397468901767e+02,3.134226886020315305e+03
8.155755337251374613e+02,3.134789790823065687e+03
8.143478468166815674e+02,3.135477843525750359e+03
8.124343067906470424e+02,3.135718580997764093e+03
8.113268899783845427e+02,3.137536703559274429e+03
8.106865062850482673e+02,3.136492693376281295e+03
8.101587594935658672e+02,3.135382075546674514e+03
8.089034771336248468e+02,3.134414585843842815e+03
8.068301837227004398e+02,3.133810381709231478e+03
8.039144840998771997e+02,3.133575869801212320e+03
8.015001449402445814e+02,3.134544947106965537e+03
7.986549399326431740e+02,3.133947337799146680e+03
7.963777054148760044e+02,3.134495895530684265e+03
7.955296252892271696e+02,3.134420415441919886e+03
7.965470284592490771e+02,3.134852249947094151e+03
7.994005842887197559e+02,3.135071922791541510e+03
8.038902233730557327e+02,3.135788356633394415e+03
8.074628543965573044e+02,3.135785904016468521e+03
8.098493223513339672e+02,3.136617385505152015e+03
8.131093228487296756e+02,3.136653119259930008e+03
8.165983156424506433e+02,3.137383129219303555e+03
8.186683223989869020e+02,3.138097137990257579e+03
8.196344311143003551e+02,3.138457238620006137e+03
8.190911799053144478e+02,3.137968855119772797e+03
8.174548781121714001e+02,3.136231485643650103e+03
8.169867401801157030e+02,3.133710965529769965e+03
8.167232515103537480e+02,3.132337149912082168e+03
8.159905044216312717e+02,3.132071707590557708e+03
8.154128147387993977e+02,3.133714774613396003e+03
8.149582725792472502e+02,3.136189024879141471e+03
8.143734743217145251e+02,3.137124646462173587e+03
8.138130423316965789e+02,3.136987605540030927e+03
8.130432517235526575e+02,3.135682312113239277e+03
8.120654839997691852e+02,3.134750724459696357e+03
8.108407383850474162e+02,3.135080308053224144e+03
8.093548186588650424e+02,3.135760945155999252e+03
8.072803667595630941e+02,3.136806609737337112e+03
8.051594386513062318e+02,3.137357327539767084e+03
8.028621685123321186e+02,3.136990035385564624e+03
8.004330604151425632e+02,3.136772547646301064e+03
7.981763417309659872e+02,3.136475165186574486e+03
7.961282961265785616e+02,3.136228223957611590e+03
7.941375370665804212e+02,3.136289780128086932e+03
7.924491387092959940e+02,3.136294952928335988e+03
7.911121721442056014e+02,3.135974262169680514e+03
7.902897202916427659e+02,3.135776156154901400e+03
7.902182491608048167e+02,3.135579787416817453e+03
7.903492143271672603e+02,3.135473867659294228e+03
7.904831282746877150e+02,3.135661775800680061e+03
7.900792262881980150e+02,3.136202830854810600e+03
7.898545704442433362e+02,3.136406191317848879e+03
7.898367707567306297e+02,3.136802669204219910e+03
7.899909164207151662e+02,3.137325507519595703e+03
7.899418636179200348e+02,3.137473041613912756e+03
7.898617600994589338e+02,3.137368406152631906e+03
